sta_id,rec_id,dep_dt,ret_dt,sta_lat,sta_lon,
AVPS_21,VR2W-126528,11/4/2015 15:40,5/13/2016 10:30,17.79176,-64.64003,
AVPS_22,VR2W-126526,11/4/2015 15:31,5/12/2016 9:39,17.79227,-64.64059,
AVPS_23,VR2W-126532,11/3/2015 15:23,5/13/2016 10:14,17.79292,-64.64117,
AVPS_24,VR2W-126525,11/3/2015 15:15,5/12/2016 9:29,17.79221,-64.63938,
AVPS_25,VR2W-126521,11/3/2015 15:08,5/13/2016 10:02,17.79349,-64.64058,
BUIS_01,VR2W-124585,11/5/2015 14:57,5/10/2016 11:30,17.78976,-64.64280,
BUIS_02,VR2W-115501,11/5/2015 15:32,5/10/2016 10:27,17.79901,-64.63578,
BUIS_03,VR2W-103972,10/26/2015 12:14,5/26/2016 11:04,17.79241,-64.63223,
BUIS_04,VR2W-120680,11/2/2015 14:42,12/21/2015 12:10,17.78382,-64.63187,
BUIS_04,VR2W-106782,12/21/2015 12:25,5/10/2016 13:42,17.78382,-64.63187,
BUIS_05,VR2W-124586,11/3/2015 16:09,5/11/2016 10:32,17.77554,-64.62219,
BUIS_06,VR2W-108272,10/26/2015 11:46,5/26/2016 11:49,17.79064,-64.62226,
BUIS_07,VR2W-124587,11/4/2015 15:18,5/18/2016 13:08,17.80190,-64.62100,
BUIS_08,VR2W-120323,11/2/2015 15:12,12/21/2015 10:46,17.78226,-64.61987,
BUIS_08,VR2W-105676,12/21/2015 10:54,5/11/2016 11:37,17.78226,-64.61987,
BUIS_09,VR2W-107836,10/26/2015 10:58,5/26/2016 14:27,17.78395,-64.61938,
BUIS_10,VR2W-114499,11/2/2015 15:35,12/21/2015 10:29,17.78246,-64.61790,
BUIS_10,VR2W-103707,12/21/2015 10:37,5/11/2016 11:19,17.78246,-64.61790,
BUIS_11,VR2W-108301,10/26/2015 11:06,5/26/2016 14:17,17.78422,-64.61740,
BUIS_12,VR2W-107878,11/12/2015 10:55,5/12/2016 10:22,17.79200,-64.61590,
BUIS_13,VR2W-120111,11/2/2015 15:57,12/21/2015 10:07,17.78352,-64.61468,
BUIS_13,VR2W-107320,12/21/2015 10:20,5/11/2016 15:25,17.78352,-64.61468,
BUIS_14,VR2W-104621,11/5/2015 16:14,5/11/2016 15:03,17.78485,-64.61161,
BUIS_15,VR2W-108300,10/26/2015 11:24,5/26/2016 12:22,17.78778,-64.60996,
BUIS_16,VR2W-110206,11/12/2015 12:05,5/12/2016 12:48,17.77853,-64.60758,
BUIS_17,VR2W-110208,11/5/2015 9:41,5/18/2016 14:21,17.79400,-64.60480,
BUIS_18,VR2W-110039,11/2/2015 13:37,12/21/2015 11:56,17.78254,-64.62299,
BUIS_18,VR2W-106776,12/21/2015 12:02,5/11/2016 11:59,17.78254,-64.62299,
BUIS_19,VR2W-108249,10/26/2015 11:35,5/26/2016 12:04,17.78994,-64.61571,
BUIS_20,VR2W-120967,11/3/2015 11:12,5/6/2016 12:38,17.80537,-64.63568,
BUIS_21,VR2W-107868,11/5/2015 14:52,5/10/2016 9:47,17.79442,-64.64261,
BUIS_22,VR2W-127009,11/6/2015 14:08,5/10/2016 9:44,17.78970,-64.64665,
BUIS_23,VR2W-115504,11/5/2015 10:52,5/9/2016 11:54,17.78490,-64.65096,
BUIS_24,VR2W-115500,11/4/2015 15:18,5/9/2016 10:48,17.79290,-64.63997,
BUIS_25,VR2W-114122,11/5/2015 12:02,5/9/2016 12:30,17.78337,-64.64498,
BUIS_26,VR2W-104938,11/4/2015 11:45,5/9/2016 16:02,17.78245,-64.63773,
BUIS_27,VR2W-104620,10/26/2015 14:23,5/9/2016 11:04,17.78686,-64.63492,
BUIS_28,VR2W-107778,10/26/2015 12:24,5/26/2016 15:12,17.78951,-64.63139,
BUIS_29,VR2W-103821,11/4/2015 15:40,5/12/2016 9:49,17.80089,-64.62901,
BUIS_30,VR2W-127007,11/4/2015 14:02,5/10/2016 11:19,17.79609,-64.62391,
BUIS_31,VR2W-115498,11/5/2015 10:15,5/13/2016 10:45,17.79300,-64.62905,
BUIS_32,VR2W-107436,10/26/2015 12:01,5/26/2016 11:33,17.79075,-64.62730,
BUIS_33,VR2W-107762,10/26/2015 12:36,5/26/2016 14:59,17.78783,-64.62873,
BUIS_34,VR2W-103711,11/3/2015 16:34,5/9/2016 14:51,17.77822,-64.63167,
BUIS_35,VR2W-101118,10/26/2015 12:49,5/26/2016 14:44,17.78454,-64.62530,
BUIS_36,VR2W-108270,10/26/2015 11:14,5/26/2016 14:04,17.78555,-64.61410,
BUIS_37,VR2W-101222,11/3/2015 14:11,5/11/2016 10:11,17.77585,-64.61475,
BUIS_38,VR2W-120105,11/4/2015 11:16,12/21/2015 11:04,17.77951,-64.61807,
BUIS_38,VR2W-110204,12/21/2015 11:12,5/11/2016 11:01,17.77951,-64.61807,
BUIS_39,VR2W-124580,11/3/2015 14:44,5/11/2016 14:19,17.78141,-64.60261,
BUIS_40,VR2W-107873,11/5/2015 15:11,5/10/2016 10:07,17.79670,-64.63983,
BUIS_41,VR2W-115503,10/26/2015 14:40,5/9/2016 11:21,17.78724,-64.63976,
BUIS_42,VR2W-120107,11/4/2015 10:57,12/21/2015 9:45,17.78282,-64.60882,
BUIS_42,VR2W-110207,12/21/2015 9:56,5/11/2016 14:40,17.78282,-64.60882,
BUIS_43,VR2W-107857,11/3/2015 15:14,5/11/2016 9:48,17.77423,-64.60254,
BUIS_44,VR2W-122686,11/2/2015 13:59,12/21/2015 11:38,17.78125,-64.62357,
BUIS_44,VR2W-107855,12/21/2015 11:47,5/10/2016 14:42,17.78125,-64.62357,
BUIS_45,VR2W-120109,11/2/2015 14:22,12/21/2015 11:22,17.77962,-64.62423,
BUIS_45,VR2W-106781,12/21/2015 11:30,5/10/2016 14:23,17.77962,-64.62423,
BUIS_46,VR2W-110202,11/12/2015 12:30,5/10/2016 14:04,17.77813,-64.62523,
BUIS_47,VR2W-108146,11/5/2015 11:48,5/9/2016 15:12,17.78033,-64.64191,
BUIS_48,VR2W-107865,10/27/2015 15:56,5/9/2016 11:40,17.78682,-64.64481,
BUIS_49,VR2W-110205,11/12/2015 11:40,5/12/2016 13:07,17.78058,-64.61318,
BUIS_50,VR2W-102914,11/4/2015 13:28,5/10/2016 12:03,17.79328,-64.62435,
BUIS_51,VR2W-120272,11/4/2015 13:44,5/10/2016 11:47,17.79450,-64.62527,
BUIS_52,VR2W-120273,11/4/2015 14:24,5/10/2016 11:02,17.79881,-64.62295,
BUIS_53,VR2W-107864,10/30/2015 9:45,5/6/2016 12:03,17.80672,-64.63931,
BUIS_54,VR2W-102917,10/30/2015 11:05,5/6/2016 11:15,17.81171,-64.63815,
BUIS_55,VR2W-107863,10/30/2015 10:14,5/6/2016 10:49,17.81245,-64.63305,
BUIS_56,VR2W-119925,10/30/2015 11:41,5/6/2016 10:02,17.80951,-64.62175,
BUIS_57,VR2W-124588,10/30/2015 13:19,5/6/2016 9:34,17.80878,-64.61457,
BUIS_58,VR2W-124584,10/30/2015 12:29,5/6/2016 9:13,17.80635,-64.60589,
BUIS_59,VR2W-107880,10/29/2015 9:56,5/5/2016 10:50,17.80514,-64.59657,
BUIS_60,VR2W-115502,10/29/2015 10:55,5/5/2016 11:21,17.80187,-64.58978,
BUIS_61,VR2W-107856,10/28/2015 11:16,5/5/2016 12:15,17.79937,-64.58104,
BUIS_62,VR2W-114125,10/28/2015 12:28,5/5/2016 13:11,17.79811,-64.57077,
BUIS_63,VR2W-103210,10/27/2015 13:33,5/4/2016 10:01,17.80136,-64.56660,
BUIS_64,VR2W-124583,10/29/2015 14:17,5/5/2016 14:58,17.79499,-64.57278,
BUIS_65,VR2W-124581,10/30/2015 14:22,5/5/2016 14:40,17.79225,-64.57482,
BUIS_66,VR2W-107876,10/28/2015 11:48,5/5/2016 12:42,17.79826,-64.57601,
BUIS_67,VR2W-107872,10/29/2015 13:40,5/4/2016 12:41,17.79557,-64.57764,
BUIS_68,VR2W-107869,10/29/2015 14:57,5/5/2016 15:05,17.79245,-64.57911,
BUIS_69,VR2W-107859,10/29/2015 13:07,5/4/2016 12:15,17.79641,-64.58268,
BUIS_70,VR2W-107871,10/28/2015 10:43,5/5/2016 9:58,17.80299,-64.58283,
BUIS_71,VR2W-107879,10/29/2015 11:34,5/5/2016 11:50,17.80052,-64.58529,
BUIS_72,VR2W-124582,10/29/2015 12:37,5/4/2016 11:43,17.79730,-64.58636,
BUIS_73,VR2W-107877,10/29/2015 12:12,5/5/2016 15:35,17.79895,-64.59072,
BUIS_74,VR2W-102916,10/29/2015 10:21,5/5/2016 10:25,17.80239,-64.59352,
BUIS_75,VR2W-107870,10/28/2015 10:15,5/4/2016 11:07,17.80199,-64.57876,
BUIS_76,VR2W-108147,11/3/2015 11:43,5/6/2016 12:58,17.80273,-64.63946,
BUIS_77,VR2W-124589,11/3/2015 10:44,5/6/2016 11:47,17.80901,-64.63531,
BUIS_78,VR2W-102800,11/3/2015 12:14,5/6/2016 10:29,17.80594,-64.62159,
EEMP_01,VR2W-107867,10/28/2015 13:12,5/5/2016 13:36,17.79759,-64.56723,
EEMP_02,VR2W-104619,10/28/2015 13:42,5/4/2016 13:45,17.79497,-64.56921,
EEMP_03,VR2W-108145,11/4/2015 10:19,5/4/2016 14:21,17.79215,-64.57111,
LANG_01,VR2W-103710,10/27/2015 12:22,5/3/2016 14:34,17.80652,-64.54310,
LANG_02,VR2W-114123,10/27/2015 12:53,5/3/2016 14:07,17.80217,-64.54083,
LANG_03,VR2W-104088,10/27/2015 11:09,5/3/2016 13:13,17.82495,-64.50996,
LANG_04,VR2W-115499,10/27/2015 11:42,5/3/2016 12:50,17.81992,-64.50908,
LANG_05,VR2W-104623,10/27/2015 10:34,5/3/2016 12:17,17.83172,-64.48045,
REFT_01,16295/1196899,1/26/2016 13:00,5/9/2016 15:45,17.78958,-64.64411,
REFT_02,16294/1196898,1/26/2016 13:30,5/12/2016 10:28,17.79186,-64.64084,
REFT_03,16293/1196897,1/26/2016 14:00,5/11/2016 10:50,17.79064,-64.64222,
AVPS_01,VR2W-126534,5/12/2016 12:59,11/1/2016 12:59,17.79222,-64.64188,
AVPS_02,VR2W-126520,5/13/2016 13:20,11/1/2016 11:27,17.79151,-64.64126,
AVPS_03,VR2W-126536,5/11/2016 14:52,11/2/2016 10:51,17.79092,-64.64066,
AVPS_04,VR2W-126535,5/12/2016 13:10,11/1/2016 13:15,17.79206,-64.64283,
AVPS_05,VR2Tx-480302,5/9/2016 14:55,11/1/2016 11:42,17.79132,-64.64217,
AVPS_06,VR2W-126519,5/11/2016 14:58,11/2/2016 10:40,17.79074,-64.64156,
AVPS_07,VR2W-126523,5/11/2016 14:43,11/2/2016 11:02,17.79009,-64.64101,
AVPS_08,VR2W-126518,5/11/2016 15:38,11/1/2016 11:58,17.79124,-64.64308,
AVPS_09,VR2W-127993,5/11/2016 15:08,11/2/2016 10:19,17.79048,-64.64248,
AVPS_10,VR2W-126522,5/10/2016 14:48,11/2/2016 11:13,17.78981,-64.64189,
AVPS_11,VR2W-126524,5/11/2016 15:50,11/1/2016 13:31,17.79103,-64.64405,
AVPS_12,VR2W-126527,5/11/2016 15:24,11/2/2016 10:03,17.79035,-64.64339,
AVPS_13,VR2W-126533,5/9/2016 15:40,11/2/2016 12:36,17.78893,-64.64559,
AVPS_14,VR2W-126529,5/10/2016 15:18,11/2/2016 12:59,17.78904,-64.64229,
AVPS_15,VR2W-126530,5/9/2016 15:06,11/1/2016 13:49,17.79011,-64.64449,
AVPS_16,VR2W-127008,5/10/2016 15:04,11/2/2016 12:09,17.78954,-64.64381,
AVPS_17,VR2W-103213,5/10/2016 15:26,11/2/2016 13:13,17.78891,-64.64318,
AVPS_18,VR2W-126531,5/9/2016 15:15,11/2/2016 13:42,17.78997,-64.64529,
AVPS_19,VR2W-114124,5/9/2016 15:29,11/2/2016 12:23,17.78934,-64.64475,
AVPS_20,VR2W-126517,5/10/2016 15:36,11/2/2016 13:27,17.78862,-64.64400,
AVPS_21,VR2W-126528,5/13/2016 13:11,11/1/2016 11:00,17.79176,-64.64003,
AVPS_22,VR2W-126526,5/12/2016 12:52,11/1/2016 10:40,17.79227,-64.64059,
AVPS_23,VR2W-126532,5/13/2016 13:02,11/1/2016 10:28,17.79292,-64.64117,
AVPS_24,VR2W-126525,5/12/2016 12:45,11/1/2016 10:50,17.79221,-64.63938,
AVPS_25,VR2W-126521,5/13/2016 12:55,11/1/2016 10:11,17.79349,-64.64058,
BUIS_01,VR2W-124585,5/10/2016 14:55,11/3/2016 11:05,17.78976,-64.64280,
BUIS_02,VR2W-108418,5/10/2016 10:35,11/3/2016 10:16,17.79901,-64.63578,
BUIS_03,VR2W-104022,5/26/2016 11:17,11/4/2016 11:58,17.79241,-64.63223,
BUIS_04,VR2W-120273,5/10/2016 13:50,11/2/2016 13:38,17.78382,-64.63187,
BUIS_05,VR2W-107855,5/11/2016 10:47,11/3/2016 13:58,17.77655,-64.62219,
BUIS_06,VR2W-102913,5/26/2016 11:54,11/3/2016 10:56,17.79064,-64.62226,
BUIS_07,VR2W-101220,5/26/2016 10:49,11/1/2016 13:57,17.80190,-64.62100,
BUIS_08,VR2W-108423,5/11/2016 11:50,10/16/2016 10:53,17.78226,-64.61987,
BUIS_09,VR2W-108249,5/26/2016 14:32,11/3/2016 10:13,17.78395,-64.61938,
BUIS_10,VR2W-108417,5/11/2016 11:28,10/16/2016 11:19,17.78246,-64.61790,
BUIS_11,VR2W-101213,5/26/2016 14:21,11/3/2016 10:22,17.78422,-64.61740,
BUIS_12,VR2W-124586,5/12/2016 10:36,10/20/2016 14:14,17.79200,-64.61590,
BUIS_13,VR2W-103707,5/11/2016 15:36,10/16/2016 10:30,17.78352,-64.61468,
BUIS_13,VR2W-107863,10/16/2016 10:42,11/8/2016 11:39,17.78352,-64.61468,
BUIS_14,VR2W-106776,5/11/2016 15:15,10/16/2016 10:06,17.78485,-64.61161,
BUIS_14,VR2W-103972,10/16/2016 10:18,11/8/2016 11:56,17.78485,-64.61161,
BUIS_15,VR2W-103059,5/26/2016 12:29,11/3/2016 10:39,17.78778,-64.60996,
BUIS_16,VR2W-124580,5/12/2016 12:58,11/4/2016 10:31,17.77853,-64.60758,
BUIS_17,VR2W-104024,5/26/2016 10:26,11/1/2016 13:23,17.79400,-64.60480,
BUIS_18,VR2W-108442,5/11/2016 12:09,10/16/2016 11:45,17.78254,-64.62299,
BUIS_19,VR2W-110210,5/26/2016 12:10,11/3/2016 10:47,17.78994,-64.61571,
BUIS_20,VR2W-108416,5/6/2016 12:47,10/31/2016 12:45,17.80537,-64.63568,
BUIS_21,VR2W-108146,5/10/2016 9:59,11/1/2016 14:43,17.79442,-64.64261,
BUIS_22,VR2W-127009,5/10/2016 15:48,11/3/2016 11:25,17.78970,-64.64665,
BUIS_23,VR2W-108147,5/9/2016 12:06,11/2/2016 10:07,17.78490,-64.65096,
BUIS_24,VR2W-119925,5/9/2016 10:53,11/3/2016 10:48,17.79290,-64.63997,
BUIS_25,VR2W-102800,5/9/2016 12:37,11/2/2016 10:53,17.78337,-64.64498,
BUIS_26,VR2W-103711,5/9/2016 16:11,11/2/2016 11:26,17.78245,-64.63773,
BUIS_27,VR2W-102917,5/9/2016 11:09,11/2/2016 12:06,17.78686,-64.63492,
BUIS_28,VR2W-103053,5/26/2016 15:21,10/31/2016 13:45,17.78951,-64.63139,
BUIS_29,VR2W-107320,5/12/2016 9:54,10/31/2016 13:06,17.80089,-64.62901,
BUIS_30,VR2W-101313,5/10/2016 11:36,10/17/2016 15:04,17.79609,-64.62391,
BUIS_31,VR2W-103821,5/13/2016 10:52,11/4/2016 12:15,17.79300,-64.62905,
BUIS_32,VR2W-113808,5/26/2016 11:40,11/3/2016 11:07,17.79075,-64.62730,
BUIS_33,VR2W-107436,5/26/2016 15:07,11/3/2016 11:16,17.78783,-64.62873,
BUIS_34,VR2W-120967,5/9/2016 15:03,11/2/2016 13:56,17.77822,-64.63167,
BUIS_35,VR2W-108272,5/26/2016 14:51,10/16/2016 12:20,17.78454,-64.62530,
BUIS_36,VR2W-108300,5/26/2016 14:09,11/3/2016 10:30,17.78555,-64.61410,
BUIS_37,VR2W-106782,5/11/2016 10:21,11/2/2016 15:04,17.77585,-64.61475,
BUIS_38,VR2W-102194,5/11/2016 11:11,11/2/2016 14:47,17.77951,-64.61807,
BUIS_39,VR2W-110204,5/11/2016 14:30,11/4/2016 10:04,17.78141,-64.60261,
BUIS_40,VR2W-114501,5/10/2016 10:17,11/1/2016 14:24,17.79670,-64.63983,
BUIS_41,VR2W-102193,5/9/2016 11:27,11/2/2016 11:49,17.78724,-64.63976,
BUIS_42,VR2W-105676,5/11/2016 14:51,11/4/2016 10:46,17.78282,-64.60882,
BUIS_43,VR2W-106781,5/11/2016 10:00,11/4/2016 10:18,17.77423,-64.60254,
BUIS_44,VR2W-127007,5/10/2016 14:53,10/16/2016 12:01,17.78125,-64.62357,
BUIS_45,VR2W-120272,5/10/2016 14:34,11/2/2016 14:15,17.77962,-64.62423,
BUIS_46,VR2W-102914,5/10/2016 14:16,11/2/2016 14:30,17.77813,-64.62523,
BUIS_47,VR2W-108443,5/9/2016 15:22,11/2/2016 11:08,17.78033,-64.64191,
BUIS_48,VR2W-124589,5/9/2016 11:46,11/2/2016 10:30,17.78677,-64.64474,
BUIS_49,VR2W-110207,5/12/2016 13:17,11/4/2016 11:17,17.78058,-64.61318,
BUIS_50,VR2W-105333,5/10/2016 12:13,10/17/2016 14:26,17.79328,-64.62435,
BUIS_51,VR2W-108421,5/10/2016 11:55,10/17/2016 14:47,17.79450,-64.62527,
BUIS_52,VR2W-104938,5/10/2016 11:11,10/17/2016 15:26,17.79881,-64.62295,
BUIS_53,VR2W-107319,5/6/2016 12:26,10/31/2016 10:59,17.80672,-64.63931,
BUIS_54,VR2W-124588,5/6/2016 11:34,11/1/2016 10:00,17.81171,-64.63815,
BUIS_55,VR2W-124584,5/6/2016 11:04,11/1/2016 10:23,17.81245,-64.63305,
BUIS_56,VR2W-108419,5/6/2016 10:16,11/1/2016 10:51,17.80951,-64.62175,
BUIS_57,VR2W-114097,5/6/2016 9:50,11/1/2016 11:26,17.80878,-64.61457,
BUIS_58,VR2W-107874,5/6/2016 9:25,11/1/2016 11:55,17.80635,-64.60589,
BUIS_59,VR2W-128178,5/5/2016 11:07,11/1/2016 12:51,17.80514,-64.59657,
BUIS_60,VR2W-124582,5/5/2016 11:53,10/20/2016 12:36,17.80187,-64.58978,
BUIS_61,VR2W-128874,5/5/2016 12:29,10/29/2016 12:33,17.79937,-64.58104,
BUIS_62,VR2W-108145,5/5/2016 13:24,10/18/2016 11:14,17.79811,-64.57077,
BUIS_63,VR2W-104088,5/4/2016 10:24,10/18/2016 10:44,17.80136,-64.56660,
BUIS_64,VR2W-129274,5/5/2016 14:16,10/24/2016 12:11,17.79499,-64.57278,
BUIS_65,VR2W-102916,5/5/2016 14:54,10/24/2016 12:45,17.79225,-64.57482,
BUIS_65,VR2W-124581,10/24/2016 13:02,10/29/2016 14:05,17.79225,-64.57482,
BUIS_66,VR2W-129273,5/5/2016 12:55,10/24/2016 10:59,17.79826,-64.57601,
BUIS_67,VR2W-128870,5/4/2016 12:58,10/24/2016 11:42,17.79557,-64.57764,
BUIS_68,VR2W-124583,5/5/2016 15:16,10/24/2016 13:18,17.79245,-64.57911,
BUIS_68,VR2W-128867,10/24/2016 13:35,10/29/2016 13:43,17.79245,-64.57911,
BUIS_69,VR2W-125862,5/4/2016 12:28,10/24/2016 13:55,17.79641,-64.58268,
BUIS_70,VR2W-104619,5/5/2016 10:10,10/20/2016 11:38,17.80299,-64.58283,
BUIS_71,VR2W-129272,5/5/2016 12:04,10/20/2016 12:09,17.80052,-64.58529,
BUIS_72,VR2W-128872,5/4/2016 12:00,10/29/2016 13:02,17.79730,-64.58636,
BUIS_73,VR2W-124581,5/5/2016 15:55,10/20/2016 13:44,17.79895,-64.59072,
BUIS_74,VR2W-128867,5/5/2016 10:38,10/20/2016 13:07,17.80239,-64.59352,
BUIS_75,VR2W-103710,5/4/2016 11:22,10/18/2016 10:09,17.80199,-64.57876,
BUIS_76,VR2W-110209,5/6/2016 13:15,10/31/2016 11:24,17.80273,-64.63946,
BUIS_77,VR2W-107858,5/6/2016 11:59,10/31/2016 12:21,17.80901,-64.63531,
BUIS_78,VR2W-108420,5/6/2016 10:38,10/31/2016 10:35,17.80594,-64.62159,
EEMP_01,VR2W-129275,5/5/2016 13:50,10/18/2016 11:42,17.79759,-64.56723,
EEMP_02,VR2W-128177,5/4/2016 14:09,10/18/2016 12:19,17.79497,-64.56921,
EEMP_03,VR2W-104623,5/4/2016 14:35,10/18/2016 12:57,17.79215,-64.57111,
EEMP_03,VR2W-106780,10/18/2016 13:10,10/29/2016 14:28,17.79215,-64.57111,
LANG_01,VR2W-128873,5/3/2016 14:51,10/17/2016 12:12,17.80652,-64.54310,
LANG_02,VR2W-106780,5/3/2016 14:19,10/17/2016 12:42,17.80217,-64.54083,
LANG_02,VR2W-103707,10/17/2016 12:52,10/29/2016 8:50,17.80217,-64.54083,
LANG_03,VR2W-128869,5/3/2016 13:25,10/17/2016 11:05,17.82495,-64.50996,
LANG_04,VR2W-128871,5/3/2016 13:03,10/17/2016 11:34,17.81992,-64.50908,
LANG_05,VR2W-104622,5/3/2016 12:32,10/17/2016 10:27,17.83172,-64.48045,
REFT_01,see sync tag,5/9/2016 15:55,11/1/2016 14:00,17.78958,-64.64411,
REFT_02,see sync tag,5/12/2016 10:38,11/1/2016 11:16,17.79186,-64.64084,
REFT_03,see sync tag,5/11/2016 10:58,11/2/2016 10:30,17.79064,-64.64222,
REFT_04,see sync tag,5/27/2016 10:40,10/24/2016 11:24,17.79723,-64.57601,
REFT_05,see sync tag,5/27/2016 11:02,10/31/2016 10:06,17.80191,-64.58289,
REFT_06,see sync tag,5/27/2016 11:34,10/31/2016 12:06,17.80790,-64.63528,
REFT_07,see sync tag,5/27/2016 11:53,10/31/2016 11:45,17.80568,-64.63917,
BUIS_01,VR2W-120272,11/3/2016 11:16,5/3/2017 11:26,17.78976,-64.64280,
BUIS_02,VR2W-120273,11/3/2016 10:33,5/8/2017 15:09,17.79901,-64.63578,
BUIS_03,VR2W-110207,11/4/2016 12:16,5/16/2017 11:50,17.79241,-64.63223,
BUIS_04,VR2W-108443,11/2/2016 13:44,5/8/2017 13:19,17.78382,-64.63187,
BUIS_05,VR2W-124585,11/3/2016 14:13,5/8/2017 12:14,17.77655,-64.62219,
BUIS_06,VR2W-110210,11/3/2016 14:11,5/16/2017 11:17,17.79064,-64.62226,
BUIS_08,VR2W-107778,10/16/2016 11:06,12/19/2016 11:57,17.78226,-64.61987,
BUIS_08,VR2W-115502,12/19/2016 12:08,5/16/2017 13:43,17.78226,-64.61987,
BUIS_09,VR2W-119925,11/3/2016 14:55,5/16/2017 14:14,17.78395,-64.61938,
BUIS_10,VR2W-108301,10/16/2016 11:30,12/19/2016 12:18,17.78246,-64.61790,
BUIS_10,VR2W-110206,12/19/2016 12:30,5/16/2017 13:59,17.78246,-64.61790,
BUIS_11,VR2W-102913,11/3/2016 14:47,5/16/2017 9:52,17.78422,-64.61740,
BUIS_12,VR2W-103710,10/20/2016 14:36,5/17/2017 13:41,17.79200,-64.61590,
BUIS_13,VR2Tx-480302,11/8/2016 11:47,5/11/2017 10:46,17.78352,-64.61468,
BUIS_14,VR2W-127008,11/8/2016 12:11,5/11/2017 10:05,17.78485,-64.61161,
BUIS_15,VR2W-101213,11/3/2016 14:33,5/16/2017 10:34,17.78778,-64.60996,
BUIS_16,VR2W-127009,11/4/2016 10:40,5/5/2017 14:36,17.77853,-64.60758,
BUIS_17,VR2W-108419,11/1/2016 13:33,5/15/2017 13:05,17.79400,-64.60480,
BUIS_18,VR2W-108270,10/16/2016 11:54,12/19/2016 12:37,17.78254,-64.62299,
BUIS_18,VR2W-110205,12/19/2016 12:46,5/16/2017 13:30,17.78254,-64.62299,
BUIS_19,VR2W-103059,11/3/2016 14:21,5/16/2017 10:59,17.78994,-64.61571,
BUIS_20,VR2W-128872,10/31/2016 12:56,5/8/2017 15:27,17.80537,-64.63568,
BUIS_21,VR2W-108416,11/1/2016 14:55,5/3/2017 10:24,17.79442,-64.64261,
BUIS_22,VR2W-120967,11/3/2016 11:37,5/8/2017 14:46,17.78970,-64.64665,
BUIS_23,VR2W-104024,11/2/2016 10:17,5/3/2017 10:01,17.78490,-64.65096,
BUIS_24,VR2W-102194,11/3/2016 10:56,5/3/2017 11:10,17.79290,-64.63997,
BUIS_25,VR2W-114097,11/2/2016 10:58,5/3/2017 14:07,17.78337,-64.64498,
BUIS_26,VR2W-128178,11/2/2016 11:35,5/3/2017 13:30,17.78245,-64.63773,
BUIS_27,VR2W-107874,11/2/2016 12:11,5/3/2017 13:09,17.78686,-64.63492,
BUIS_28,VR2W-108272,10/31/2016 13:48,12/19/2016 11:40,17.78951,-64.63139,
BUIS_28,VR2W-114123,12/19/2016 11:46,5/17/2017 13:08,17.78951,-64.63139,
BUIS_29,VR2W-103707,10/31/2016 13:31,5/15/2017 13:57,17.80089,-64.62901,
